,link,id,locality,country,construction_year,Number_of_frontages,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace_sqm,terrace,garden_sqm,garden,floodZoneType,surface_land,swimming_pool,state_building,epc,primaryEnergyConsumptionPerSqm,heating_Type,Double_Glazing,cadastral_income,latitude,longitude,public_sales,notary_sales
388,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11021058,11021058,Antwerp,Belgium,2024.0,2.0,Antwerp,2000,395000,APARTMENT,APARTMENT,1.0,79.0,HYPER_EQUIPPED,0,0,6.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,,
389,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/10541532,10541532,Liège,Belgium,,,Liège,4000,307095,APARTMENT,APARTMENT,3.0,99.0,INSTALLED,0,0,9.0,1,0,0,0,,0,,,,GAS,0,0,,,,
390,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/11281891,11281891,Gent,Belgium,2025.0,4.0,East Flanders,9051,310000,APARTMENT,GROUND_FLOOR,2.0,90.0,USA_HYPER_EQUIPPED,0,0,11.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.0274241,3.696983,,
391,https://www.immoweb.be/en/classified/apartment/for-sale/anh%C3%A9e/5537/11304123,11304123,Dinant,Belgium,,,Namur,5537,229000,APARTMENT,APARTMENT,2.0,89.0,,1,0,,1,0,0,1,,0,JUST_RENOVATED,A,83.0,GAS,1,620,50.3516162,4.8557006,,
393,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11217000,11217000,Namur,Belgium,,,Namur,5000,321205,APARTMENT,APARTMENT,2.0,99.0,,0,0,3.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
395,https://www.immoweb.be/en/classified/ground-floor/for-sale/wavre/1300/10773252,10773252,Nivelles,Belgium,2024.0,,Walloon Brabant,1300,365000,APARTMENT,GROUND_FLOOR,2.0,100.0,USA_INSTALLED,0,0,8.0,1,0,0,1,,0,,,,GAS,1,0,,,,
396,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016377,11016377,Bastogne,Belgium,,,Luxembourg,6600,294000,APARTMENT,APARTMENT,2.0,95.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,A,61.0,,0,0,,,,
397,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302298,11302298,Hasselt,Belgium,2023.0,2.0,Limburg,3500,413176,APARTMENT,APARTMENT,2.0,115.0,INSTALLED,0,0,9.0,1,0,0,0,,0,,,,,1,0,50.9301492,5.3317664,,
398,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11021059,11021059,Antwerp,Belgium,2024.0,2.0,Antwerp,2000,395000,APARTMENT,APARTMENT,1.0,79.0,HYPER_EQUIPPED,0,0,6.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,,
399,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/10541520,10541520,Liège,Belgium,,,Liège,4000,309027,APARTMENT,APARTMENT,3.0,100.0,INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,0,0,,,,
400,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/11281884,11281884,Gent,Belgium,2025.0,4.0,East Flanders,9051,355000,APARTMENT,GROUND_FLOOR,3.0,101.0,USA_HYPER_EQUIPPED,0,0,13.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.0274241,3.696983,,
401,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11216965,11216965,Namur,Belgium,,,Namur,5000,321988,APARTMENT,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
402,https://www.immoweb.be/en/classified/country-cottage/for-sale/yvoir/5530/11304122,11304122,Dinant,Belgium,,,Namur,5530,69000,HOUSE,COUNTRY_COTTAGE,2.0,40.0,,1,0,15.0,1,200,1,0,200.0,1,GOOD,,,GAS,0,136,50.33198,4.90688,,
403,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1000/11287231,11287231,Brussels,Belgium,,3.0,Brussels,1000,308000,APARTMENT,GROUND_FLOOR,2.0,82.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,,
404,https://www.immoweb.be/en/classified/penthouse/for-sale/brugge/8000/11169017,11169017,Brugge,Belgium,2024.0,3.0,West Flanders,8000,695000,APARTMENT,PENTHOUSE,3.0,153.0,USA_HYPER_EQUIPPED,0,0,94.0,1,0,0,0,,0,,A,10.0,GAS,1,0,51.22428,3.2146403,,
405,https://www.immoweb.be/en/classified/ground-floor/for-sale/bastogne/6600/11016346,11016346,Bastogne,Belgium,,,Luxembourg,6600,299000,APARTMENT,GROUND_FLOOR,2.0,85.0,,0,0,12.0,1,96,1,1,,0,AS_NEW,A,70.0,,0,0,,,,
406,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10773257,10773257,Nivelles,Belgium,2024.0,,Walloon Brabant,1300,380000,APARTMENT,APARTMENT,2.0,99.0,USA_INSTALLED,0,0,16.0,1,0,0,1,,0,,,,GAS,1,0,,,,
407,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11021064,11021064,Antwerp,Belgium,2024.0,2.0,Antwerp,2000,415000,APARTMENT,APARTMENT,1.0,86.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,,
408,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302293,11302293,Hasselt,Belgium,2023.0,2.0,Limburg,3500,414853,APARTMENT,APARTMENT,2.0,92.0,INSTALLED,0,0,25.0,1,0,0,0,,0,,,,,1,0,50.9300124,5.3322355,,
409,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/10541525,10541525,Liège,Belgium,,,Liège,4000,312051,APARTMENT,APARTMENT,3.0,101.0,INSTALLED,0,0,9.0,1,0,0,0,,0,,,,GAS,0,0,,,,
410,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11281881,11281881,Gent,Belgium,2025.0,4.0,East Flanders,9051,365000,APARTMENT,APARTMENT,3.0,101.0,USA_HYPER_EQUIPPED,0,0,13.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.0274241,3.696983,,
411,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1000/11287230,11287230,Brussels,Belgium,,3.0,Brussels,1000,308000,APARTMENT,GROUND_FLOOR,2.0,82.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,,
412,https://www.immoweb.be/en/classified/business/for-sale/brugge/8000/11169012,11169012,Brugge,Belgium,2024.0,3.0,West Flanders,8000,395000,COMMERCIAL,BUSINESS,,147.0,NOT_INSTALLED,0,0,0.0,0,0,0,0,162.0,0,,A,10.0,GAS,1,0,51.22428,3.2146403,,
413,https://www.immoweb.be/en/classified/ground-floor/for-sale/wavre/1300/10773253,10773253,Nivelles,Belgium,2024.0,,Walloon Brabant,1300,395000,APARTMENT,GROUND_FLOOR,2.0,100.0,USA_INSTALLED,0,0,12.0,1,0,0,1,,0,,,,GAS,1,0,,,,
414,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11217057,11217057,Namur,Belgium,,,Namur,5000,324936,APARTMENT,APARTMENT,2.0,88.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
415,https://www.immoweb.be/en/classified/house/for-sale/dinant/5500/11304121,11304121,Dinant,Belgium,,,Namur,5500,199000,HOUSE,HOUSE,3.0,160.0,,0,0,0.0,0,0,0,0,40.0,0,TO_RESTORE,C,211.0,,1,448,50.2415025,4.9214096,,
416,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11021063,11021063,Antwerp,Belgium,2024.0,2.0,Antwerp,2000,485000,APARTMENT,APARTMENT,2.0,98.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,,
417,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016358,11016358,Bastogne,Belgium,,,Luxembourg,6600,299000,APARTMENT,APARTMENT,2.0,94.0,,0,0,12.0,1,0,0,1,,0,AS_NEW,A,73.0,,0,0,,,,
418,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/10541528,10541528,Liège,Belgium,,,Liège,4000,315871,APARTMENT,APARTMENT,3.0,103.0,INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,0,0,,,,
419,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302330,11302330,Hasselt,Belgium,2023.0,2.0,Limburg,3500,416871,APARTMENT,APARTMENT,2.0,99.0,INSTALLED,0,0,11.0,1,0,0,0,,0,,,,,1,0,50.9300124,5.3322355,,
420,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11203027,11203027,Brugge,Belgium,1950.0,2.0,West Flanders,8000,298000,APARTMENT,APARTMENT,2.0,82.0,INSTALLED,0,0,4.0,1,0,0,0,,0,GOOD,B,121.0,GAS,1,0,51.2209765,3.2168771,,
421,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/11281890,11281890,Gent,Belgium,2025.0,4.0,East Flanders,9051,385000,APARTMENT,GROUND_FLOOR,3.0,104.0,USA_HYPER_EQUIPPED,0,0,26.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.0274241,3.696983,,
422,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10773249,10773249,Nivelles,Belgium,2024.0,,Walloon Brabant,1300,440000,APARTMENT,APARTMENT,3.0,117.0,USA_INSTALLED,0,0,32.0,1,0,0,1,,0,,,,GAS,1,0,,,,
423,https://www.immoweb.be/en/classified/house/for-sale/namur%20bouge/5004/11093874,11093874,Namur,Belgium,,3.0,Namur,5004,250000,HOUSE,HOUSE,3.0,175.0,INSTALLED,0,0,25.0,1,470,1,0,600.0,0,GOOD,E,408.0,FUELOIL,1,0,50.4724985,4.8763851,,
424,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11217003,11217003,Namur,Belgium,,,Namur,5000,325270,APARTMENT,APARTMENT,2.0,89.0,,0,0,17.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
425,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11021074,11021074,Antwerp,Belgium,2024.0,2.0,Antwerp,2000,489000,APARTMENT,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,,
426,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016370,11016370,Bastogne,Belgium,,,Luxembourg,6600,299000,APARTMENT,APARTMENT,2.0,98.0,,0,0,9.0,1,0,0,1,,0,AS_NEW,A,78.0,,0,0,,,,
427,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/10541521,10541521,Liège,Belgium,,,Liège,4000,316240,APARTMENT,APARTMENT,3.0,103.0,INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,0,0,,,,
429,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302277,11302277,Hasselt,Belgium,2023.0,2.0,Limburg,3500,428782,APARTMENT,APARTMENT,2.0,99.0,INSTALLED,0,0,11.0,1,0,0,0,,0,,,,,1,0,50.9300124,5.3322355,,
430,https://www.immoweb.be/en/classified/duplex/for-sale/wavre/1300/10773255,10773255,Nivelles,Belgium,2024.0,,Walloon Brabant,1300,485000,APARTMENT,DUPLEX,3.0,140.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,,,,GAS,1,0,,,,
431,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11281892,11281892,Gent,Belgium,2025.0,4.0,East Flanders,9051,400000,APARTMENT,APARTMENT,3.0,111.0,USA_HYPER_EQUIPPED,0,0,27.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.0274241,3.696983,,
432,https://www.immoweb.be/en/classified/manor-house/for-sale/brugge/8000/11299517,11299517,Brugge,Belgium,,2.0,West Flanders,8000,1045000,HOUSE,MANOR_HOUSE,5.0,425.0,HYPER_EQUIPPED,0,0,0.0,0,55,1,1,151.0,0,GOOD,C,,GAS,1,1226,51.211456,3.2237711,,
433,https://www.immoweb.be/en/classified/house/for-sale/harchies/7321/11304113,11304113,Ath,Belgium,,2.0,Hainaut,7321,125000,HOUSE,HOUSE,2.0,126.0,,0,0,,1,0,0,1,220.0,0,TO_BE_DONE_UP,G,579.0,FUELOIL,1,257,,,,
434,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11217001,11217001,Namur,Belgium,,,Namur,5000,326869,APARTMENT,APARTMENT,2.0,99.0,,0,0,3.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
435,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11021060,11021060,Antwerp,Belgium,2024.0,2.0,Antwerp,2000,495000,APARTMENT,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,,
436,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/10541517,10541517,Liège,Belgium,,,Liège,4000,334822,APARTMENT,APARTMENT,2.0,88.0,INSTALLED,0,0,51.0,1,120,1,0,,0,,,,GAS,0,0,,,,
437,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016349,11016349,Bastogne,Belgium,,,Luxembourg,6600,299000,APARTMENT,APARTMENT,2.0,97.0,,0,0,24.0,1,0,0,1,,0,AS_NEW,A,54.0,,0,0,,,,
438,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11281895,11281895,Gent,Belgium,2025.0,4.0,East Flanders,9051,405000,APARTMENT,APARTMENT,3.0,111.0,USA_HYPER_EQUIPPED,0,0,27.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.0274241,3.696983,,
439,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11072541,11072541,Brussels,Belgium,2025.0,4.0,Brussels,1000,312000,APARTMENT,APARTMENT,1.0,73.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,AS_NEW,,,,0,0,50.8654677,4.3437172,,
440,https://www.immoweb.be/en/classified/duplex/for-sale/wavre/1300/10773259,10773259,Nivelles,Belgium,2024.0,,Walloon Brabant,1300,495000,APARTMENT,DUPLEX,4.0,138.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,,,,GAS,1,0,,,,
441,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302321,11302321,Hasselt,Belgium,2023.0,2.0,Limburg,3500,470552,APARTMENT,APARTMENT,3.0,113.0,INSTALLED,0,0,22.0,1,0,0,0,,0,,,,,1,0,50.9300124,5.3322355,,
442,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/brugge/8000/10900297,10900297,Brugge,Belgium,1967.0,2.0,West Flanders,8000,545000,HOUSE,MIXED_USE_BUILDING,6.0,399.0,USA_HYPER_EQUIPPED,0,0,10.0,1,0,0,0,190.0,0,TO_BE_DONE_UP,E,462.0,GAS,0,4375,51.205582,3.2160446,,
443,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11216926,11216926,Namur,Belgium,,,Namur,5000,327936,APARTMENT,APARTMENT,2.0,93.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
444,https://www.immoweb.be/en/classified/country-cottage/for-sale/hasti%C3%A8re/5541/11304109,11304109,Dinant,Belgium,,,Namur,5541,59000,HOUSE,COUNTRY_COTTAGE,1.0,15.0,,0,0,0.0,0,544,1,0,544.0,0,GOOD,,,ELECTRIC,0,94,50.208884,4.840627,,
445,https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/11281880,11281880,Gent,Belgium,2025.0,4.0,East Flanders,9051,435000,APARTMENT,GROUND_FLOOR,2.0,126.0,USA_HYPER_EQUIPPED,0,0,19.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.0274241,3.696983,,
446,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen/2000/11021070,11021070,Antwerp,Belgium,2024.0,2.0,Antwerp,2000,495000,APARTMENT,PENTHOUSE,2.0,98.0,HYPER_EQUIPPED,0,0,4.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,,
447,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016368,11016368,Bastogne,Belgium,,,Luxembourg,6600,304000,APARTMENT,APARTMENT,2.0,88.0,,0,0,16.0,1,0,0,1,,0,AS_NEW,A,58.0,,0,0,,,,
448,https://www.immoweb.be/en/classified/penthouse/for-sale/li%C3%A8ge/4000/10541541,10541541,Liège,Belgium,,,Liège,4000,365666,APARTMENT,PENTHOUSE,3.0,105.0,INSTALLED,0,0,30.0,1,0,0,0,,0,,,,GAS,0,0,,,,
449,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11072548,11072548,Brussels,Belgium,2025.0,4.0,Brussels,1000,412000,APARTMENT,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,AS_NEW,,,,0,0,50.8654677,4.3437172,,
450,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11294231,11294231,Brugge,Belgium,2020.0,,West Flanders,8000,1650000,APARTMENT,APARTMENT,2.0,183.0,,0,0,25.0,1,0,0,0,,0,GOOD,B,,GAS,1,0,51.2111527,3.2286894,,
451,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302313,11302313,Hasselt,Belgium,2023.0,2.0,Limburg,3500,470955,APARTMENT,APARTMENT,3.0,116.0,INSTALLED,0,0,10.0,1,0,0,0,,0,,,,,1,0,50.9300124,5.3322355,,
452,https://www.immoweb.be/en/classified/duplex/for-sale/wavre/1300/10773260,10773260,Nivelles,Belgium,2024.0,,Walloon Brabant,1300,515000,APARTMENT,DUPLEX,4.0,151.0,USA_INSTALLED,0,0,10.0,1,0,0,1,,0,,,,GAS,1,0,,,,
453,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11216950,11216950,Namur,Belgium,,,Namur,5000,329654,APARTMENT,APARTMENT,2.0,88.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
454,https://www.immoweb.be/en/classified/flat-studio/for-sale/gent/9000/11285374,11285374,Gent,Belgium,1969.0,2.0,East Flanders,9000,198000,APARTMENT,FLAT_STUDIO,1.0,38.0,INSTALLED,0,0,4.0,1,0,0,1,,0,GOOD,B,147.0,GAS,0,552,51.0453945,3.7269282,,
455,https://www.immoweb.be/en/classified/villa/for-sale/eupen/4700/11304108,11304108,Verviers,Belgium,,4.0,Liège,4700,585000,HOUSE,VILLA,6.0,250.0,,0,0,0.0,0,0,0,1,3500.0,0,,G,547.0,,0,2228,50.6352919,6.0204986,,
456,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11072547,11072547,Brussels,Belgium,2025.0,4.0,Brussels,1000,412000,APARTMENT,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,AS_NEW,,,,0,0,50.8654677,4.3437172,,
457,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/10541516,10541516,Liège,Belgium,,,Liège,4000,391084,APARTMENT,APARTMENT,3.0,102.0,INSTALLED,0,0,68.0,1,165,1,0,,0,,,,,0,0,,,,
458,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016347,11016347,Bastogne,Belgium,,,Luxembourg,6600,304000,APARTMENT,APARTMENT,2.0,100.0,,0,0,9.0,1,0,0,1,,0,AS_NEW,A,53.0,,0,0,,,,
459,https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerpen/2000/11021062,11021062,Antwerp,Belgium,2024.0,2.0,Antwerp,2000,498000,APARTMENT,GROUND_FLOOR,2.0,100.0,HYPER_EQUIPPED,0,0,5.0,1,7,1,0,,0,,,,,1,0,51.2207529,4.4102467,,
460,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11217004,11217004,Namur,Belgium,,,Namur,5000,330323,APARTMENT,APARTMENT,2.0,92.0,,0,0,14.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
461,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11013601,11013601,Nivelles,Belgium,2023.0,2.0,Walloon Brabant,1300,292000,APARTMENT,APARTMENT,1.0,82.0,USA_HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,AS_NEW,B,93.0,GAS,1,0,50.7148716,4.605968,,
462,https://www.immoweb.be/en/classified/duplex/for-sale/hasselt/3500/11302334,11302334,Hasselt,Belgium,2023.0,2.0,Limburg,3500,487428,APARTMENT,DUPLEX,2.0,129.0,INSTALLED,0,0,19.0,1,0,0,0,,0,,,,,1,0,50.9309444,5.3290983,,
463,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/10661231,10661231,Brugge,Belgium,1948.0,2.0,West Flanders,8000,320000,APARTMENT,APARTMENT,2.0,105.0,INSTALLED,0,0,45.0,1,0,0,1,,0,GOOD,D,364.0,GAS,0,0,51.209295,3.219773,,
464,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/11296869,11296869,Gent,Belgium,1931.0,3.0,East Flanders,9000,1084000,HOUSE,HOUSE,6.0,312.0,USA_INSTALLED,0,0,0.0,0,0,0,0,315.0,0,TO_BE_DONE_UP,E,429.0,GAS,1,0,51.0305326,3.7204289,,
465,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016366,11016366,Bastogne,Belgium,,,Luxembourg,6600,309000,APARTMENT,APARTMENT,2.0,94.0,,0,0,13.0,1,0,0,1,,0,AS_NEW,A,46.0,,0,0,,,,
466,https://www.immoweb.be/en/classified/house/for-sale/hasti%C3%A8re/5540/10534642,10534642,Dinant,Belgium,,,Namur,5540,299000,HOUSE,HOUSE,5.0,560.0,,0,0,,1,0,0,0,300.0,0,GOOD,C,184.0,,0,1125,50.1708455,4.8237756,,
467,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/10541527,10541527,Liège,Belgium,,,Liège,4000,401434,APARTMENT,APARTMENT,3.0,122.0,INSTALLED,0,0,60.0,1,0,0,0,,0,,,,GAS,0,0,,,,
468,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11072544,11072544,Brussels,Belgium,2025.0,4.0,Brussels,1000,420000,APARTMENT,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,AS_NEW,,,,0,0,50.8654677,4.3437172,,
469,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11021077,11021077,Antwerp,Belgium,2024.0,2.0,Antwerp,2000,499000,APARTMENT,APARTMENT,2.0,105.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,,
470,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302311,11302311,Hasselt,Belgium,2023.0,2.0,Limburg,3500,545790,APARTMENT,APARTMENT,2.0,140.0,INSTALLED,0,0,23.0,1,0,0,0,,0,,,,,1,0,50.9301492,5.3317664,,
471,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11217068,11217068,Namur,Belgium,,,Namur,5000,330536,APARTMENT,APARTMENT,1.0,88.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
472,https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11075240,11075240,Nivelles,Belgium,1940.0,3.0,Walloon Brabant,1300,349000,HOUSE,HOUSE,4.0,197.0,INSTALLED,0,0,25.0,1,418,1,0,565.0,0,GOOD,D,301.0,FUELOIL,1,999,50.7111328,4.6089071,,
473,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016350,11016350,Bastogne,Belgium,,3.0,Luxembourg,6600,314000,APARTMENT,APARTMENT,2.0,100.0,,0,0,9.0,1,0,0,1,,0,AS_NEW,A,61.0,,0,0,,,,
474,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/11296254,11296254,Gent,Belgium,1874.0,2.0,East Flanders,9000,475000,HOUSE,HOUSE,4.0,166.0,INSTALLED,0,0,15.0,1,0,0,1,71.0,0,TO_BE_DONE_UP,C,293.0,GAS,0,528,51.0618747,3.7283925,,
475,https://www.immoweb.be/en/classified/duplex/for-sale/brugge/8000/11181474,11181474,Brugge,Belgium,,2.0,West Flanders,8000,395000,APARTMENT,DUPLEX,3.0,107.0,USA_HYPER_EQUIPPED,0,0,0.0,0,0,0,0,,0,JUST_RENOVATED,B,134.0,GAS,1,0,51.2124702,3.2238973,,
476,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11072545,11072545,Brussels,Belgium,2025.0,4.0,Brussels,1000,420000,APARTMENT,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,AS_NEW,,,,0,0,50.8654677,4.3437172,,
477,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/10541534,10541534,Liège,Belgium,,,Liège,4000,421264,APARTMENT,APARTMENT,3.0,134.0,INSTALLED,0,0,76.0,1,27,1,0,,0,,,,GAS,0,0,,,,
478,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen/2000/11021073,11021073,Antwerp,Belgium,2024.0,2.0,Antwerp,2000,515000,APARTMENT,PENTHOUSE,2.0,102.0,HYPER_EQUIPPED,0,0,5.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,,
479,https://www.immoweb.be/en/classified/house/for-sale/sommi%C3%A8re/5523/11304106,11304106,Dinant,Belgium,,2.0,Namur,5523,274000,HOUSE,HOUSE,3.0,135.0,,0,0,,1,0,0,0,431.0,0,JUST_RENOVATED,B,17988.0,FUELOIL,1,745,50.2764797,4.8531728,,
480,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302296,11302296,Hasselt,Belgium,2023.0,2.0,Limburg,3500,642205,APARTMENT,APARTMENT,3.0,162.0,INSTALLED,0,0,42.0,1,0,0,0,,0,,,,,1,0,50.9301492,5.3317664,,
481,https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11248105,11248105,Nivelles,Belgium,1990.0,4.0,Walloon Brabant,1300,615000,HOUSE,HOUSE,5.0,185.0,USA_HYPER_EQUIPPED,0,0,,1,0,0,1,855.0,0,GOOD,D,292.0,GAS,1,2751,50.71339,4.5837352,,
482,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11216928,11216928,Namur,Belgium,,,Namur,5000,333336,APARTMENT,APARTMENT,2.0,96.0,,0,0,8.0,1,0,0,1,,0,,,,,0,0,,,,
483,https://www.immoweb.be/en/classified/ground-floor/for-sale/bastogne/6600/11016345,11016345,Bastogne,Belgium,,3.0,Luxembourg,6600,314000,APARTMENT,GROUND_FLOOR,2.0,100.0,,0,0,12.0,1,114,1,1,,0,AS_NEW,A,70.0,,0,0,,,,
484,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/10869836,10869836,Brugge,Belgium,2023.0,3.0,West Flanders,8000,535000,APARTMENT,APARTMENT,3.0,141.0,HYPER_EQUIPPED,0,0,15.0,1,0,0,0,,0,,A,30.0,,1,0,51.1932222,3.2317366,,
485,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11166128,11166128,Gent,Belgium,2001.0,2.0,East Flanders,9000,250000,APARTMENT,APARTMENT,1.0,56.0,SEMI_EQUIPPED,0,0,0.0,0,0,0,0,,0,AS_NEW,D,396.0,ELECTRIC,1,622,51.053482,3.7183493,,
